customer_tweet_id,customer_text,agent_tweet_id,agent_text,created_at
460201,"Hello! I'm trying to log in to my web player on Chrome, but every time I'm taken to the login/sign up page, I click login, enter my username and password, then I'm taken back to the login/sign up page. Do you know what might be happening?",460200,"Hey Michael, help's here! Does the same thing happen when you use a different browser or incognito window? If you haven't tried it yet. Can you give it a shot? Let us know how it goes /KC",Fri Dec 01 01:49:38 +0000 2017
461479,I need help with my account,461478,"Hey! Don’t worry, we can help. What’s happening exactly? Can you DM us your account's email address? We'll take a look /RB",Fri Dec 01 02:06:17 +0000 2017
461475,create a way for me to play my saved music by genre plz ¡!,461474,"Hey there! We're afraid this isn't possible right now. In the meantime, you can create playlists based on genre. Your Daily Mix playlists are more or less sorted by genre too. Hope this helps /GS",Fri Dec 01 02:12:11 +0000 2017
461466,Desktop! i didnt think youd answer im so sorry i love you so much i didnt mean a single mean word,461464,"No worries! Can you also let us know what operating system and Spotify version you're using? Also, DM us your account's email address. We'll take a look /RB",Fri Dec 01 02:22:11 +0000 2017
461455,When uploads your new song to the wrong account AGAIN 🙃☹️ and plzplzplz stop this from happening to ussssss we love uuuuu plz love us backkkkk ❤️,461454,Hey Harry! Sorry about that. We’d recommend reaching out to your distributor/aggregator. They'll work with our team to make sure your artist page gets fixed up /CE,Fri Dec 01 02:24:23 +0000 2017
462684,I'm seeing a lot of 503 errors from the API,462682,"Hey Kurt! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /LO",Fri Dec 01 02:30:46 +0000 2017
462676,Hey I can't reset my password!,462674,"Hey there! Try resetting your password here: If you see any error messages, send us a screenshot. We'll see what we can suggest /RB",Fri Dec 01 02:33:24 +0000 2017
462665,"my Spotify account has been hacked, I am very unhappy and would like a reply please.",462664,Hi! We've just sent you a DM. Check your inbox /RH,Fri Dec 01 02:47:13 +0000 2017
462653,my account randomly logged out on both of my devices and won’t let me log back in. i tried resetting my password but it’s saying the account doesn’t even exist. i can’t cancel payment and make a new account because it won’t let me access anything. please help,462652,Hi Clare! That doesn't sound good. Can you DM us your account's email address? We'll take a look backstage /DD,Fri Dec 01 02:54:21 +0000 2017
464463,Great work . Thanks for fixing my account!!,464462,Anytime! /RH,Fri Dec 01 03:56:00 +0000 2017
464461,"I have been having trouble getting my daughter signed up in our family account. After several live chats, they think the problem is that I am not entering our address just exactly correct. A special Spotify help group was supposed to e-mail me but they have not.",464460,"Hey Kent, help's here! Can you DM us the email addresses of the accounts in question? We'll see what we can suggest /MO",Fri Dec 01 03:56:59 +0000 2017
466094,hey dudes how do i make a playlist show up as created by my artist page and not my personal facebook name? the point of making the playlist is to promo my spotify artist page :),466092,"Hey there! To add an artist playlist, you’ll need access to Spotify for Artists. Check out the steps here: /LO",Fri Dec 01 04:31:27 +0000 2017
466090,Issue resolved,466089,Hey! We've just sent a DM your way. Let's carry on chatting there /AN,Fri Dec 01 04:32:13 +0000 2017
466081,"Dear , it's been 7 months and you still haven't fixed the lack of queue on the web player. Please fucking get it together. XOXO, Rae",466080,Hey there! Thanks for the feedback. The web player is still undergoing some tests at this time to further improve it. We'll be sure to let the relevant folks know about your comments /AR,Fri Dec 01 04:35:17 +0000 2017
466066,make a listen to later function.,466065,"Hey, this sounds like a great idea! Suggest it in our Community at and get support from other users /RB",Fri Dec 01 04:47:46 +0000 2017
466060,your forgot password form is broken The CSRF token is invalid. Please try to resubmit the form.,466059,Hey Brad! Can you DM us your account's email address? We'll see what we can suggest /GS,Fri Dec 01 04:51:48 +0000 2017
466041,"OK, . Why isn’t Mavis Staples’ Christmas Vacation not on Spotify. Year after year I’m waiting for that addition.",466040,Hey there! Licensing agreements can affect music availability. We have more info here: /NS,Fri Dec 01 04:55:52 +0000 2017
100182,"Not working, keeps telling me I'm offline when I am not :(.",2327653,"Hey Kassie! Help's here. Can you let us know what device, operating system, and Spotify version you're rocking? We'll see what we can suggest /RA",Fri Dec 01 04:58:20 +0000 2017
466827,Looking for help for the Gwen Christmas party 🙋🏾‍♂️❤️,466826,Hey there! Can you tell us how we could help? We'll see what we can suggest /AR,Fri Dec 01 05:02:20 +0000 2017
466824,can you put Miss You already thank you I'm dying,466822,Hey! We’ll have it available to you as soon as it’s available to us: /RA,Fri Dec 01 05:03:02 +0000 2017
466105,Aw ! That's fine... I've found an fix to my problem 😘 (I switched to ),466107,We understand the frustration. Let us know if we could help with anything else /AR,Fri Dec 01 05:03:26 +0000 2017
466051,What is Dm?,466053,DM means direct message or private tweet. We'll be waiting for your reply /LO,Fri Dec 01 05:16:02 +0000 2017
95805,Do you guys know when mixtape Benny On Steroids is gonna be up tho,95806,"We don't have any info on this right now, but we’ll have it available to you as soon as it’s available to us! /RB",Fri Dec 01 05:19:06 +0000 2017
466809,Ummmmmm where is ’s album?! 😩,466808,Hey Sam! You can find this here: Enjoy the music 🎧 /CE,Fri Dec 01 05:23:48 +0000 2017
448854,I’m in India.,448855,"We're afraid Spotify is not available yet in India, but we're launching in new countries as often as possible. Be sure to add your email at /AN",Fri Dec 01 05:32:17 +0000 2017
479849,"hey guys, there's this rad little Canadian band called and you've got some of their singles mixed up with another artist, which made it pretty difficult to find them. Just wanted to let ya know!",479848,"Hey Lauren! Don't worry, help's here. Can you get back to us with the singles that got mixed up? We'll have a closer look /MT",Fri Dec 01 05:34:55 +0000 2017
467609,"urgh, is there some way to get to stop recommending finnish music in discover weekly and release radar?",467608,"Hey Björn! Discover Weekly and Release Radar are based on what you, and others like you, are listening to. The more you use Spotify, the more personalized they become. We'd suggest carrying on listening to the songs you love /AR",Fri Dec 01 05:39:41 +0000 2017
462670,"A restart seems to have fixed the black screen issue. However it still switches to offline mode between sessions (on both wifi and data,).",462671,"Thanks for letting us know. It's not ideal, but can you try reinstalling the app? Just follow the steps at Let us know if that helps /CE",Fri Dec 01 05:55:12 +0000 2017
446895,"Seems to have worked, thank you!",446896,"Awesome! Glad to hear it's working now. If you ever need us again, just give us a shout. We'd be... /AN",Fri Dec 01 06:05:30 +0000 2017
468353,im having issues with my payment,468352,Hey there! We'd like to share some info about your account in private. Could you send us a DM? We'll carry on helping there /JT,Fri Dec 01 06:20:56 +0000 2017
468342,ya'll should do a promo for people who have been paying for premium for years. where is my discount tho ?,468340,Hey there! Help's here. Can you DM us your account's email address? We'll take a look backstage /DD,Fri Dec 01 06:22:50 +0000 2017
17178,Dammit! just RickRolled us! I may have to cancel my subscription for that…,17176,Hey Eric! Can you let us know what's happening exactly? We'll see what we can do /NS,Fri Dec 01 06:30:13 +0000 2017
468964,This is why I gladly give you guys my money each month thank you!😁,468963,You're welcome! Let us know if you ever need us again. We'd be... /RB,Fri Dec 01 06:38:42 +0000 2017
468954,how do you get into your account with everything says it's invalid? I pay per month and just got a new phone.,468953,Hey! We've just sent you a bit more info over DM. We'll carry on helping out there /HC,Fri Dec 01 06:42:09 +0000 2017
468952,I cannot login nor reset my password. Keep seeing this message: The CSRF token is invalid. Please try to resubmit the form.,468951,"Hey, help's here. Can you send us a DM with your account's email address or username? We'll take a look backstage /AY",Fri Dec 01 06:42:12 +0000 2017
468944,I don't have 4g so that won't work I've restated my phone multiple times :(,468943,"We understand. Can you let us know your iOS device and its version, along with your available memory? We'll see what we can suggest /MU",Fri Dec 01 06:45:03 +0000 2017
468936,i wish has a feature to switch on notifications for your fav artists for us know whenever they put out new music as soon as possible,468935,"Hey there! You can get updates from your favorite artists by following the steps at For anything else, we're just a tweet away 😉 /LS",Fri Dec 01 06:50:20 +0000 2017
448856,"Thanks for the response, hope India will be soon in your list.",448857,"You're welcome! If you ever need us again, we'd be happy to help /AN",Fri Dec 01 06:53:09 +0000 2017
468929,Thank you 🙌🏻🙌🏻,468928,You're welcome! Let us know if you ever need us again. We'd be... 🙂 /NS,Fri Dec 01 06:55:52 +0000 2017
469552,"No, I was not using Hulu before. Whenever I opted for Hulu with my Spotify Premium (Student Discount), it began to charge me $9.99 (plus tax) instead of $4.99 (plus tax). I never have any luck with this stuff.",469551,That's odd. Can you DM us your account's username or email address? We'll take a look under the hood /PK,Fri Dec 01 07:17:53 +0000 2017
469550,"Your maximum download count for Spotify premium customers is WAY too small, please work on fixing this!",469549,"Hey Kipp! We can see how that’d be useful. You can vote for the official idea here: If you need anything else, just shout and we'll come running 🏃 /PK",Fri Dec 01 07:22:49 +0000 2017
64389,"Hi sir, i have the same inquiry. My consumption will last this December. Thank you.",64391,"Hi there! We'd love to help out. Can you DM us your account's username or email address, along with more details on what's happening? We'll check things backstage /MU",Fri Dec 01 07:45:49 +0000 2017
470963,Superstars! 👌,470962,Thanks for the kind words. Have a... 🙂 /AY,Fri Dec 01 08:11:35 +0000 2017
472553,I voted...but that idea is from 2014. We’re 3 generations of Apple Watch in and you guys still haven’t come up with something? Your Dev team makes changes at a snails pace...they need to step on the gas or the competition will lap you many times over,472552,Thanks for sharing your thoughts on this. Rest assured we’ll remind the team it’s a popular request. Fingers crossed we'll have some updates about it soon /AY,Fri Dec 01 09:03:46 +0000 2017
472550,"and yes, latest update/IOS",472549,"Hey Shep, help's here. What device are you using? If you could also let us know the exact iOS and Spotify versions you're on, that'd be great /AY",Fri Dec 01 09:06:28 +0000 2017
472548,hi why I can't download song,472547,"Hey, help's here! Can you DM us your account's email address? It'd also be best to let us know the Android and Spotify version you're rocking? /LW",Fri Dec 01 09:15:05 +0000 2017
472535,How do I disable Genius? It wastes limited space in my phone! Please help👋🏼,472534,"Hi Maddy! You can disable it by going to Settings > Playback > Behind the Lyrics. For anything else, just give us a shout /DN",Fri Dec 01 09:26:28 +0000 2017
473450,how do I cancel from my Android phone.,473449,Hi Rob! Could you send us a DM with your account's username or email address? We'll take a look backstage /HC,Fri Dec 01 09:32:19 +0000 2017
473426,Just logged into my Spotify account on iPhone X and all my playlists are gone! And someone elses (probs Italian) music is here and keeps stealing my play token! Help!,473425,Hey Jason! Can you DM us your account's username or email address? We'll take a look backstage /MS,Fri Dec 01 09:42:37 +0000 2017
474461,Hi! I found an error in the settings on spotify (Italian language) W-ifi instead of Wi-Fi. Bye!,474460,"Hey Lorenzo. Thanks for the heads up! We’ll get this passed onto the right team. Could you DM us the device, operating system, and Spotify version you're using? /L",Fri Dec 01 10:03:08 +0000 2017
475203,I. Want. Spotify. To. Be. In. Georgia.,475202,"Hey there! We can't make promises, but we're launching in new countries as often as possible. You can sign up to be first to hear: Let us know if you have more questions 🙂 /MS",Fri Dec 01 10:37:25 +0000 2017
475197,you need to update the folk category to winter. It’s sill in autumn,475196,Hi there! We'd love to help out. Can you send us a screenshot of what you're seeing from your end? We'll see what we can suggest /MU,Fri Dec 01 10:51:00 +0000 2017
476529,This is not a problem of my specific instance of the app. This is a problem of the Android app in general.,476528,"No worries! We have some info about cookies, other technologies and third-party data collection here: check it out /L",Fri Dec 01 11:05:25 +0000 2017
106353,Open Spotify then toggle to another app (using the 3D panel switch button thing - don't know what it's called). Also happens during notifications,106355,"Just to check, does the playback stop when you're running other apps and getting notifications? Can you also let us know your device, operating system, and app version? We'll see what we can suggest /MU",Fri Dec 01 11:30:56 +0000 2017
478115,"If Spotify really cares, SheerID should be useable for Turkish students. I can not verify my student status via SheerID because they just accept american schools. What is this?",478114,"Hey there! You can try to verify your student credentials manually at If you need more help, just get back to us via DM with your account's username or email address. Hope this works /MS",Fri Dec 01 12:08:51 +0000 2017
472545,"Think that sorted it doesn't sound like iv a walkman in my pocket anymore , thanks for the help 👍",472546,"That's awesome! Give us a shout if you need anything else, and we'd be... 💚 /LW",Fri Dec 01 12:34:29 +0000 2017
478960,"they JUST got back to me, but all should be good and my account should be back pending my new password. Thanks for boosting! But 8 hours since the hack and 5 since I first reached out is a long time considering I see tons of 20 minutes replies on here. SMH",478959,Hey! We've just replied to your DM. Check it out 🙂 /L,Fri Dec 01 12:44:44 +0000 2017
479856,"Hey family account , added member - gets mail, activated. Shows as added in dashboard but when they sign in it's still a free account. Reinstalled and tried mob/Mac. No luck. Can you help?",479855,Hey Alisdair! Can you DM us the account's email address or username? We'll take a look backstage /KM,Fri Dec 01 13:12:33 +0000 2017
479854,it won’t let me join Spotify premium? It says payment failed,479853,"Hey Clara, we'll help you out with this! Are you able to try again using a different browser? Make sure to try using an incognito window. Let us know how you get on /J",Fri Dec 01 13:16:30 +0000 2017
479851,"Are you guys ever going to allow to “disable” certain music? I have 0 interest in Dutch musicians, but because I live in NL, it’s all over my Spotify experience.",479850,"We hear you loud and clear, Vince 🎧 Thanks for taking the time to reach out – your feedback will be passed on to the right folks. For anything else, we're just a tweet away /LS",Fri Dec 01 13:21:48 +0000 2017
481118,Thumbs up for excellent #CustomerService 👍| #spotify,481117,Anytime! Let us know if you ever need us again. We'd be... /MX,Fri Dec 01 13:41:30 +0000 2017
482510,Is there any problem right now on your website? I'm having a hard time to subscribe to your Premium 🤔,482508,Hey Nathaniel! Everything seems to check out on our end. Does clearing your browser's cache and cookies make any difference? Let us know how it goes /JE,Fri Dec 01 14:05:17 +0000 2017
482484,I’ve already started subscribe the premium spotify RM2 for 3 months but still i cannot skip play & download songs,482483,"Hey, that doesn't sound cool! Can you DM us your account's email address? We'll check backstage /LW",Fri Dec 01 14:20:33 +0000 2017
482466,Do you realize that users must touch those tiny dots on the right to add songs to a listening queue? Anywhere on the left plays the song immediately and destroys all your effort and you must start over. Test it. Why can’t the dots be bigger?,482465,"We hear you loud and clear, Jason! We can’t make any promises but we’ll pass your feedback onto the right folks /K",Fri Dec 01 14:24:46 +0000 2017
482464,parayı aldın ama premium olamadık kardeş?,482463,Hey! That doesn't sound good. Could you DM us your account's email address? We'll take a look backstage /AU,Fri Dec 01 14:24:59 +0000 2017
482462,please can you help - my premium account has stopped working today and your system doesn’t seem to recognise my user name or email address - I’ve tried your contact for but it appears you need to log in to use it. #missingmymusic 😞,482461,Hey Ian! We've just sent a DM your way. Let's carry on chatting there /PK,Fri Dec 01 14:26:10 +0000 2017
482459,The spotify app keeps crashing on launch on my oneplus 5??,482457,Hi Ville! Are you getting any error messages? What Android and Spotify versions are you using right now? We'll see what we can suggest /LP,Fri Dec 01 14:27:55 +0000 2017
483976,"my account has been disabled, help me please!",483975,Hey there! We've sent a reply to your DM. Let's carry on chatting there /LP,Fri Dec 01 14:32:33 +0000 2017
483959,Why isn't the Distant Relatives album not on or ? One of my favs,483957,"Hey! Can you let us know the title of the Distant Relatives album you're looking for, and where are you based? We'll take a closer look /K",Fri Dec 01 14:41:41 +0000 2017
483956,Hello guys...I was wondering why are you missing so many songs from #arcadefire in the app? This sucks 😑,483955,"Hi there! We’d love to have all of their stuff available, but we have some info about content here: /QI",Fri Dec 01 14:43:12 +0000 2017
483954,unfortunately my Spotify doesn't even open when I want to start the app on my Samsung Galaxy S7 Edge. It's VERY annoying since I pay the premium account and I can't use it. Please help and answer me what can I do???,483953,Hey Max1 We've just sent a DM your way. Let's carry on chatting there /QI,Fri Dec 01 14:45:16 +0000 2017
483943,I'm a little confused about the status of my account - I have sent a DM if you could help please?,483942,Hey Kirsty! We've just replied to your DM. Let's continue chatting there /GT,Fri Dec 01 14:55:37 +0000 2017
485531,"i need to contact customer service in Spain, there is a problem with payment. help help",485529,"Hey Virginia. We can help you in English, but our friends offers Spanish support. Give them a shout! /CX",Fri Dec 01 15:05:54 +0000 2017
485522,is it correct the Spotify web player doesn't have a play queue feature? I've been a happy paying Spotify customer for about 10 years but now I have a Chromebook I may have to cancel. It also freezes all the time :'(,485520,"Hey Natasha, sorry to hear that. We're afraid Play Queue isn't available on web player right now, but we'll let the right team know it's something you'd like to see. Can you confirm your Chrome OS and Google Chrome are up-to-date? /JE",Fri Dec 01 15:11:16 +0000 2017
485517,Nope. Still having the issue :-(,485516,Hey Philippe! We'll help out. Can you DM us your account's email and send over a screenshot of the error message you're seeing? We'll get to work /J,Fri Dec 01 15:19:29 +0000 2017
485500,"Premium alınmıyor. Artık nedir, ne değildir bir çaresine bakar mısınız?",485499,"Hey there! We can help out in English via Twitter, but we also have Turkish support through email at If you'd like to carry on here, just let us know /DB",Fri Dec 01 15:28:09 +0000 2017
486956,Just received an email offering a years premium for £99. When I click the link it says I can't have it. Why?,486955,"Hey Max, help's here! Could you send us a DM with your account's username or email address? We'll take a look backstage 🔍 /DB",Fri Dec 01 15:28:56 +0000 2017
486949,I’m your half-an-hour ago premium member what’s the point of sending me an unavailable deal ????? I tried to contact my local staff for support and their webpage went #COMPLETELYBLANK,486948,Hi! Help's here. Could you send us a DM with your account's email address? We'll take a look backstage /AU,Fri Dec 01 15:30:24 +0000 2017
486943,"This really needs some support people. Users are really getting scammed by these people, we see it daily on our tech support floor. And we handle MAYBE 250 users a day on that project.",486941,"Hey Cody! The right team are currently looking into this. For updates, check out: /L",Fri Dec 01 15:33:46 +0000 2017
485521,Yes they are up to date. I just have an issue when I'm listening to a playlist sometimes it will pause the song. And the only way to fix it is to start the song again,485523,"Gotcha. Can you try logging out, restarting the device, then logging back in? Does that help at all? /JE",Fri Dec 01 15:35:29 +0000 2017
486938,Hi I’m having trouble with my account that I can’t resolve using the FAQs online. Please can you contact me?,486936,Hi Hayley! We've just sent a DM your way. Let's carry on chatting there /CP,Fri Dec 01 15:38:47 +0000 2017
485524,It's something that has been happening for over a month now. Thankfully my old laptop just about works but I wanted to get rid of that,485525,"We understand. Just to check, do you have any other devices (aside from your Chromebook and old laptop) where you can install the Spotify app on? /JE",Fri Dec 01 15:54:49 +0000 2017
466034,"That didn’t work. This was an issue too on my iPhone 6. Not a huge deal, just slightly frustrating. If you have any other ideas, let me know! Thx",466035,"Thanks for the info. It's not ideal, but a reinstall might help. Just follow the steps here: Fingers crossed that'll do the trick /JE",Fri Dec 01 15:56:00 +0000 2017
488818,Hi. Just wondering why The Singer by Ty Segall seems to be unavailable? Thanks :),488816,"Hey Neil! We’d love to have every song available, but we have some info about missing content here: /KL",Fri Dec 01 16:05:23 +0000 2017
488809,will we be getting a Top Songs of 2017 this year? 😇,488808,"Hey Dan, we sure are! Keep your eyes peeled for more info in the coming weeks 👀 /JX",Fri Dec 01 16:07:29 +0000 2017
488803,"I just found out there is a video function in spotify, but i cant seem to play any videos. I am in Norway, i have premium and my spotify desktop version is 1.0.68.407.g6864aaaf. Thanks in advance.",488802,Hey! Can you send us the Video Link? Just tap the three dots > Share > Copy Link. We'll take a look backstage /MX,Fri Dec 01 16:14:15 +0000 2017
488801,"Did y’all change something with the shuffle algorithm, ? It seems to be working much better now. I can’t put my finger on it, but I’ve definitely noticed a major improvement.",488800,"Hey there, thanks for the feedback! It's music to our ears 🎶 /CG",Fri Dec 01 16:14:57 +0000 2017
488779,PLEASE can you help me bcos I just found out im paying for an account I don't know the email address/username/password. Been paying since last september pls helpppppppp,488778,"Hey Bex, help's here! Could you DM us any usernames or email addresses you might've used to sign up? We'll do some digging 🔍 /PX",Fri Dec 01 16:23:08 +0000 2017
488772,had an offer of premium for 99 but it says I can't have it,488770,"Hey Peter, helps's here! Could you DM us your username and email address? We'll do some digging 🔍 /PX",Fri Dec 01 16:24:23 +0000 2017
488769,so because my Facebook wasn't linked to my account I can't use the app anymore because it takes me an old account that I wasn't using. Now I lost my premium and all my music. Thanks guys.,488767,"Hi Marc, that's not cool! Can you DM us with your account's email address? Don't worry, we'll help sort things out /WW",Fri Dec 01 16:25:04 +0000 2017
490783,"came out with a great promotion — Hulu & Spotify Premium for students at a low cost of $4.99 per month. WELL, that was false advertisement ... #wtf 🚮",490782,"Hey Caroline, help's here. Could you DM us your account's username and email address? We'll sort this out /DQ",Fri Dec 01 16:30:06 +0000 2017
490774,"Unable to access my account after you sent email advising that I change my password. Always gives error message ""CSRF token invalid"". Tried clearing cookies. Can't send you a message via the website because it wants me to log in first. Please advise.",490773,"Hey, that's not cool!Could you shoot us a quick DM with your email address and username? We'll take a look under the hood 🔍 /JJ",Fri Dec 01 16:36:26 +0000 2017
93926,I can’t use my debit card to subscribe for P9.00 and it only says the regular price,490772,"Hey Roi, help's here! Can you DM us your account's email address or username? A screenshot of what you're seeing would also be helpful. We'll be waiting /JE",Fri Dec 01 16:37:22 +0000 2017
482476,Thanks ☺️ nope I had my fingers crossed for incognito mode but it didn’t work through that either. I’m on my work WiFi but been using it all week with no issues. Then paused it on Wednesday and that’s where it’s been stuck since,482478,Awesome! Glad to hear you're back to your tunes. Feel free to send a tweet our way if you need help with anything else 🙂 /JI,Fri Dec 01 16:37:45 +0000 2017
488771,Can other people get support too or (please reply to my dm Jesus),488773,Hey! We've just replied to your DM /DF,Fri Dec 01 16:44:18 +0000 2017
485527,I have my phone but it isn't ideal when listening to music at home. My fancy but ancient speakers don't work with it. Also I used to like if I had people round we could all add to the play queue. Phone isn't the same,485528,"No worries! We hear you, and we'll pass your feedback on to our devs. For now, check out the official idea and add your comments here: Any other questions, we're just a tweet away /JE",Fri Dec 01 16:48:27 +0000 2017
492435,"net een premium account omgezet in Family account. Hoe kan ik mijn dochter, die nog geen account heeft, toevoegen? Ze heeft wel de mail ontvangen met de uitnodigingcode... #help #premiumforfamily #spotify #spotifynederland",492433,"Hey there! We can help out in English via Twitter, but we also have Dutch support via email at 🙂 /JI",Fri Dec 01 17:00:54 +0000 2017
492430,is it possible to put accounts on like a vacation hold? I just had surgery and will be on short term disability for 2 months with limited surplus money.,492429,"Hey Chuck! We don't currently have a vacation hold option, but we'll make sure to pass on the idea. In the meantime, you can cancel your subscription at then resubscribe when you're ready. Hope this helps /DI",Fri Dec 01 17:01:54 +0000 2017
492428,"why are the ""suggested"" tracks now an opposite genre of what I'm currently listening to? For example: left pic is what I'm trying to listen to & right is the suggested track.",492427,"Hey Amie! We hear you 🎧 Rest assured, your feedback will be passed on to the right folks /AQ",Fri Dec 01 17:02:38 +0000 2017
483962,Thanks a lot!! Very exited! 😆,483964,We won't disagree! Will you join us in playing this really loud? 🎧 Have a great day 😁 /JE,Fri Dec 01 17:02:53 +0000 2017
492416,I have just updated my Vodafone contract and I can't log on to Spotify premium,492415,"Hi Steve, we'll lend a hand! Can you DM us with your account's username/email? We'll check it out backstage /WW",Fri Dec 01 17:09:34 +0000 2017
490765,"Same message from that page. If it helps, I have a British account, but am currently in Finland...",490767,Hmm that's odd. Can you DM us your account's email address and username? We'll take a look backstage /TX,Fri Dec 01 17:11:20 +0000 2017
492373,"dear spotify, bagaimana ya caranya menampilkan lyric di spotify android? Thanks",492372,"Hey! We can help out in English via Twitter, but we also have Bahasa support via email at /DF",Fri Dec 01 17:27:07 +0000 2017
494235,Just changed my plan from monthly payments to yearly. Want to make sure I won't be double charged for this month. Thanks,494234,"Hey Jeffrey, help's here! Could you send us a DM with your account's email address or username? We'll take a look backstage /CO",Fri Dec 01 17:43:05 +0000 2017
494227,"Ahhh, so this doesn’t apply to family accounts. Okay, thanks anyway though. Sad there’s a promotion for regular subscribers but nothing for family accounts. ☹️",494226,"Sorry for the confusion! We hear you 🎧 Rest assured, your feedback will be passed on to the right folks /CG",Fri Dec 01 17:52:12 +0000 2017
494219,"Listening to podcasts, normal playback for several minutes before jumping to the next track. Tried reinstall, no change. Premium account.",494217,"Hi Rachel! The cavalry's here. What device, operating system, and Spotify version are you using? We'll see what we can suggest /AU",Fri Dec 01 17:53:22 +0000 2017
