customer_text,historical_agent_reply,gold_intent,gold_escalate,gold_escalation_reason
need some assistance - need to reset password but do not have access to the email anymore.,Hey there! Can you DM us your account's email address? We'll take a look /RB,account_access,True,needs_account_verification:account_access
my account randomly logged out on both of my devices and won’t let me log back in. i tried resetting my password but it’s saying the account doesn’t even exist. i can’t cancel payment and make a new account because it won’t let me access anything. please help,Hi Clare! That doesn't sound good. Can you DM us your account's email address? We'll take a look backstage /DD,account_access,True,needs_account_verification:account_access
can you please give me a customer service contact that doesn't require a log in. Need to question your bank charges,"Hi Laura, we're here to help. Can you give us more info about what's happening over DM? We'll check this out /AC",account_access,True,needs_account_verification:account_access
"Someone is using my account, i've already changed my password 3 times but it keeps showing weird music in my recently played?","Hey Emma, this doesn't sound good! Could you send us a DM with your account's username or email address? We'll take a look backstage 🔍 /DB",account_access,True,needs_account_verification:account_access
iv a new account but it won't allow me to log in on the apps (just the web server version). can't log in on phone or laptop,"Hey Frankie, help's here! Could you send us a DM with your account's email address or username? We'll take a look backstage /CO",account_access,True,needs_account_verification:account_access
"Hey , I'm trying to login to the web player and I'm getting this error message: ""Oops! Something went wrong, please try again or check out our help area."" Any idea what's up? Thanks!","Hey Meg! What device, operating sysmte, and Spotify version are you using? Can you DM us your account's email address? We'll see what we can suggest /KC",account_access,True,needs_account_verification:account_access
tolong dibantu saya tidak bisa log in ke akun saya auliafarefa. Sudah pake fitur lupa password tapi email tidak masuk,"Hey Aulia! We can help out in English via Twitter, but we also have Indonesian support via email at /JN",account_access,True,needs_account_verification:account_access
"hey,registration not working properly.when you register new account with Login XXXX, your login will look like 24 char hash",Hey there! Could you DM us a screenshot of what you're seeing? We'll see what we can suggest /GU,account_access,True,needs_account_verification:account_access
I have a premium account with Spotify but can’t recall either password or email address... I do however have the payments details??,"Hey, help's here! Can you DM us any usernames or email addresses that may have been used when creating an account? We'll take a look 🔍 /JI",account_access,True,needs_account_verification:account_access
PLEASE help me fix this! I'm locked out of my account someone changed the email address and password.,Hi there! That doesn't sound good. Can you DM us your account's username or email address? We'll take a look under the hood /DN,account_access,True,needs_account_verification:account_access
But they didn't get into my account. They just clicked th forgot password button. Still suspicious and they should be banned from your service.,"Got it. We'd suggest heading to and click ""Sign Out Everywhere"". We'd also recommend changing your password to something super secure, just to be safe. If you need more help, let us know /NY",account_access,True,needs_account_verification:account_access
I need technical help and every time I attempt to log in I get wrong password. I try to reset and never get the link via email. Not in spam folder either.,Hey Annie! Could you send us a DM with your account's email address? We'll take a look backstage /MA,account_access,True,needs_account_verification:account_access
Why do I have to ALWAYS connect me on Spotify Web ? (I'm connecting with facebook login),"Hi Nicolau. Don't worry, help's here. Can you tell us exactly what's going on? We'll see what we can suggest /JU",account_access,True,needs_account_verification:account_access
"can you please help me, I want to cancel my subscription but I can’t remember my username and my account isn’t linked to my email or Facebook. 😥😥 I’ve forgotten t login details","Hi, help's here! Can you DM us any possible usernames or email addresses you may have used to sign up for Spotify? We'll check backstage /GK",account_access,True,needs_account_verification:account_access
my account won't link w my anymore plz give me ur password I just wanna watch bobs burgers,We've just replied to your DM. We'll carry on chatting there! /K,account_access,True,needs_account_verification:account_access
"Hi, I have trouble resetting my password. This message always occurs after I click send. Thanks!","Hey, help's here! Could you send us a DM with your account's email address? We'll take a look backstage /CH",account_access,True,needs_account_verification:account_access
I signed up for the $9.99 plan but I can't log in.,Hi there! We've just sent a DM your way. Let's carry on chatting there /FR,account_access,True,needs_account_verification:account_access
you charged me and I can't access my account. Tweeting the only way to resolve an issue? Terrible customer service smh,1: Hey! Help's here. Can you DM us your account's username and email address? We'll take a look backstage,billing_subscription,True,needs_account_verification:billing_subscription
I am having issues with my account. I need help resetting my password.,"Hey Kameron, help's here! Could you DM us your account's username and email address? We'll take a look backstage 🔍 /DQ",account_access,True,needs_account_verification:account_access
My email is associated with an FB account I don't have access to -- so I can't log in to that Spotify account to cancel. Help?,Hey there! Could you DM us your account's username as well as your Date of Birth? We'll take a look backstage /DF,account_access,True,needs_account_verification:account_access
after all this trouble w u canceling my account? Have now double paid and am hearing commercials? Only shuffle access?,"Hey, we'll continue helping out. We can confirm you haven't been double charged & your account is rocking Premium. We'll DM more details /J",general_complaint,False,common_issue_known_resolution:general_complaint
"i want to cancel my premium but don't know what email i used, i know the username though, what do i do?","Hey Laura, help's here! Could you send us a DM with any email address the account might be under and the username? We'll take a look /RV",billing_subscription,True,needs_account_verification:billing_subscription
why the hell is it so hard to cancel my membership????,Hi Gavin! Could you send us a DM with your account's email address? We'll take a look backstage and see what we can suggest /DR,billing_subscription,True,needs_account_verification:billing_subscription
"So I cancelled my subscription today, this is what they sent me #truelove","We're glad to hear you got our message! We're sad to see you go, but always remember... 💚 /TB",billing_subscription,True,needs_account_verification:billing_subscription
"i have premium, but when i go to my profile it says that i am using free. That is not correct i dont hear ads and i pay for premium, but in the sub tab it says ""You're currently Spotify Free""","Hey, help's here! Can you DM us your account's email address? We'll take a look backstage /JN",playback_technical,False,common_issue_known_resolution:playback_technical
I like the new deal to pay up front for a year. But what if I want to switch to a family plan part way through the year? How would that be billed?,"Hey there! If you subscribe to the annual subscription, and then decide to upgrade to the Family plan, your subscription's renewal will be adjusted to an earlier date to make up for the price difference between both subscriptions. Any other questions, just shout /LM",billing_subscription,True,needs_account_verification:billing_subscription
is awesome; took care of our issue and issued us a refund! #GoodCustomerService,"No worries, helping out is our… 😉 /JX",billing_subscription,True,needs_account_verification:billing_subscription
"ive been charged with monthly premium charges h/ever when im about to cancel my subscription,it show that im not under premium","Hey there, help's here! Can you DM us your account's email address and username? We'll take a look backstage /CG",billing_subscription,True,needs_account_verification:billing_subscription
Valerie Rushton (valeriespot) £9.99 paid from my bank a/c 23.10.76 but premium not activated.,Hi there. We've checked your account and can't see any payments yet. Can you DM us other usernames or email addresses you may have used? /JU,billing_subscription,True,needs_account_verification:billing_subscription
"Hi, can I activate a free trial for Spotify Family? Thanks",2: know it's something you'd like. Check out the 30-day Premium trial at if you haven't had Premium before /MC,praise_other,False,common_issue_known_resolution:praise_other
Hello I was wondering why I am being charged twice for my music every month?,"Hey Joanne, that's not cool! Can you DM us your account's email address or username? We'll take a look under the hood /ME",billing_subscription,True,needs_account_verification:billing_subscription
how do I get a refund on an accidental purchase of premium?,Hi! We've just sent you a bit more info over DM. We'll carry on helping out there /RB,billing_subscription,False,generic_howto_no_account_claim
"if I have a payment pending and my renewal is 12/10 and I just cancelled premium, will I get my money back from pending??",Hey there! Can you DM us your account's email address or username? We'll take a look under the hood /JE,billing_subscription,True,needs_account_verification:billing_subscription
why after months of being £4.99 with my student discount has it charged me £9.99?,"Hey Rebecca, help's here! Could you DM us your account's username and email address? We'll take a look backstage 🔍 /DQ",billing_subscription,True,needs_account_verification:billing_subscription
"hi just signed up to premium. My mobile network has just given me premium free for a year though, do I have to cancel my paid account and start a new account to get the free one from my network or can I keep same details",Hey there! Help's here. Can you DM us your account's email address or username? We'll take a look backstage /PB,billing_subscription,True,needs_account_verification:billing_subscription
Hey! It’s more I have a prem account but I’ve been added to a family account. What’s the process to cancel premium?,Got it. Could you fire over your account's email address or username via DM? We'll take a look behind the scenes /AY,billing_subscription,True,needs_account_verification:billing_subscription
Spotify better get their shit together before I cancel my subscription and move over to Apple Music 😒,We've just sent you a DM 🙂 /PX,billing_subscription,True,needs_account_verification:billing_subscription
Why are there so many Slash and Guns N Roses songs that are unplayable? I'm going to cancel my subscription,Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon! /SU,billing_subscription,True,needs_account_verification:billing_subscription
Actually this month y’all charged me three times. All three times funds were withdrawn from my account. I would like to get this resolved as quickly as possible,Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ,billing_subscription,True,needs_account_verification:billing_subscription
I need help with a billing problem. Cancelled premium but still got charged. Please help.,Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ,billing_subscription,True,needs_account_verification:billing_subscription
"Hi Spotify, you accidentally charged me 5 times can you please help me resolve this issue please? Thanks.",Hey there! Can you DM us your account's email address? We'll take a look /RB,billing_subscription,True,needs_account_verification:billing_subscription
I've been charged 3 times for premium yet haven't even received the premium??? I'd like a refund pls pal,Hey Jessica! We've just responded to your DM. Let's carry on chatting there /TR,billing_subscription,True,needs_account_verification:billing_subscription
Wish wouldn't over charge me then air my dms??,Hey! Are you having issues with your account? Just tell us about it via DM. We'd love to help out /CM,billing_subscription,True,needs_account_verification:billing_subscription
Hi. Arent we all a premium member in the beginning? I've tried to pay by my SIM Card but it said that I don't have enough credit in my SIM Card which is wrong,Hey there! Could you DM us your account's username or email address? We'll take a look backstage /GU,general_complaint,False,common_issue_known_resolution:general_complaint
My Spotify bill has jumped up to £14.99 per month but I don't know why. Can you please advise?,"Hi Josh, help's here! Can you DM us your account's username and email address? We'll check it out 🔍 /TR",billing_subscription,True,needs_account_verification:billing_subscription
i paid $6.99 for g-daughter account. Money taken. No account. Pmnt no P03BB81C61,Hey Chris! We've just sent a DM your way. Let's carry on chatting there /CO,billing_subscription,True,needs_account_verification:billing_subscription
please help. Trying to cancel my account. But to no avail. Please help. Thanks,"Hey Ashleigh, the calvary's here! Could you DM us your account's email address and username? We'll take a look backstage /JX",general_complaint,False,common_issue_known_resolution:general_complaint
"Dear : If I wanted words, I wouldn't be listening to your intense studying playlist. Love Bill Murray, but not here.","We hear you, Amanda! Your feedback has been noted and passed onto the team. If you ever need us again, just shout 🙂 /MQ",billing_subscription,True,needs_account_verification:billing_subscription
I just cancelled my premium subscription cos you guys are giving me the hardest time paying my subscription via mobile payment. Pls do something about this!!! I loaded 300 in total using 2 phones! 150 for each phone 😭,"Hi there! Don't worry, we'll sort this out. Can you send us a DM with your account's email address? We'll check behind the scenes /NJ",billing_subscription,True,needs_account_verification:billing_subscription
is the family premium account for £14.99 per month allow you the 30 day free trial like the normal premium one?,"Hi! We're afraid there's no trial for the Family plan, but you can sign up for the 30-day trial before switching to Premium for Family /RE",general_complaint,False,common_issue_known_resolution:general_complaint
My heart dropped. All of Anita Baker’s albums are removed from Spotify. Idk what you did but you better apologize and fix it.,"Hi, sorry to hear you feel that way. Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /RE",content_availability,False,common_issue_known_resolution:content_availability
#Reputation is out and it's not on Spotify yet 😭😭 dude!!,"Hi Annie! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /DR",content_availability,False,common_issue_known_resolution:content_availability
Why isn't on Spotify? You guys are slacking🌊,"Hey Julian! We’d love to have every song available, but we have some info about missing content here: /KL",general_complaint,False,common_issue_known_resolution:general_complaint
Why isn’t trust issues by drake not on Spotify? I need answers,"Hi there! We’d love to have all of his stuff available, but we have some info about content here: /GK",content_availability,False,common_issue_known_resolution:content_availability
Reputation still not available on spotify ph,"Hey there! We’ll have it available to you as soon as it’s available to us! For now, check out the singles: 🙂 /KL",content_availability,False,common_issue_known_resolution:content_availability
can you please explain to me why High School Musical 2 is not on spotify????!,"Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /DF",content_availability,False,common_issue_known_resolution:content_availability
hey please sort the licensing for this record ta,"Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /AR",content_availability,False,common_issue_known_resolution:content_availability
their song “these girls” in Spotify is f-ed up! Is there anything u can do to fix it? It’s fin on Apple Music but not on Spotify,"Hey! Don't worry, we're here to help. Can you let us know the iPhone model, iOS, and Spotify version you're using? /MT",content_availability,False,common_issue_known_resolution:content_availability
Natural is missing from s club 7 discography on Spotify 😔,"Hey there! We’d love to have all of their stuff available everywhere, but we have some info about content here: /DB",content_availability,False,common_issue_known_resolution:content_availability
Why is it not on spotify? #reputation,Hi Logan! We've just sent a DM your way. Let's carry on chatting there /AU,content_availability,False,common_issue_known_resolution:content_availability
why tf is got7 not on spotify,"Hey! Sometimes, it all comes down to licensing agreements. More info about Spotify content here: /NJ",content_availability,False,common_issue_known_resolution:content_availability
I was in middle of securing my account on Spotify Help Chat online and the tab got closed. What should I do?,We'd suggest heading to our contact form: and select Logging in > I can't log in to Spotify > I still need help /NY,general_complaint,False,common_issue_known_resolution:general_complaint
"Hi. Can you guys check the music missed on INNA's album ""Party Never Ends""? I think 2 songs are missing from this album, ""Boom Boom"" and ""Energy""","Hey there! We’d love to have all of their stuff available, but we have some info about content here: If you need anything else, just shout and we'll come running /JZ",content_availability,False,common_issue_known_resolution:content_availability
Rlly sad that Chum Drum Bedrum isn't on Spotify :(((( pls change this,"Hey Jack! Fingers crossed we'll be able to have it soon, but there's more info about Spotify content here: /CH",general_complaint,False,common_issue_known_resolution:general_complaint
why is reputation still not available on spotify what about ur broke fans tay this is unfair,"Hi! Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: /AC",content_availability,False,common_issue_known_resolution:content_availability
literally why is Decode not on spotify. I’m mad,"Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /RC",content_availability,False,common_issue_known_resolution:content_availability
demo_02 isnt on spotify yet wtf is this mistreatment,"Hey there! We’d love to have everything available, but we have some info about content here: 💚 /NG",general_complaint,False,common_issue_known_resolution:general_complaint
Taylor's album still isn't on Spotify yet UHM WHY ??????????????????????!!?????????????????????????,"Hi! Taylor Swift's 'Reputation' isn't available to stream just yet. Dtay tuned! For now, check out the singles: /GT",general_complaint,False,common_issue_known_resolution:general_complaint
Why is Clubmix 2007 not on Spotify? I want to pretend I’m 19 again 😂,"Hi there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /LP",content_availability,False,common_issue_known_resolution:content_availability
get on. His sounds are what’s missing from my playlists 🔥🔥🔥🔥🔥🔥,"Hey Elliot! Thanks for the feedback 🙂 We'd love to have them on Spotify and hopefully we will in the future. In the meantime, check out more info on Spotify content here: /VV",content_availability,False,common_issue_known_resolution:content_availability
"Thanks - my problem on that point is I only listen offline on one device, why can’t I save 9,999 songs then? I would assume that is a licensing issue that you can’t change. My downloads only work when I’m in the app, I can’t minimise the app and it carrys on very frustrating....","For licensing reasons, we're afraid there's a download limit for each device. On another note, do you mean you're unable to listen to music when the app is running in the background? If so, what iOS and Spotify versions are you using? We'll see what we can suggest /AY",content_availability,False,common_issue_known_resolution:content_availability
Why is King Crimson not on Spotify come on man,We'd love to have them on Spotify! Hopefully we will in the future. Check this out: /JN,content_availability,False,common_issue_known_resolution:content_availability
why is reputation still not on spotify it's been two weeks,"Hey there! We’ll have it available to you as soon as it’s available to us. For now, check out the singles: /LP",content_availability,False,common_issue_known_resolution:content_availability
Why is speed gang still not on Spotify 😒 get your shit together,Hey Julia!. We'd love to have them on Spotify! Hopefully we will in the future. Check this out: /JP,content_availability,False,common_issue_known_resolution:content_availability
why are all of Bring Me The Horizon's songs prior to 2008 not on Spotify? with an addition to Chasing Rainbows off Sempiternal,Hey there! Can you DM us your account's username or email address? We'll take a look under the hood /RS,content_availability,False,common_issue_known_resolution:content_availability
"OK, . Why isn’t Mavis Staples’ Christmas Vacation not on Spotify. Year after year I’m waiting for that addition.",Hey there! Licensing agreements can affect music availability. We have more info here: /NS,content_availability,False,common_issue_known_resolution:content_availability
"Faster Kill Pussycat isn't on Spotify, FIX THIS .","Hey Steven, help's here! Could you let us know what country your Spotify account is set to? We'll do some research /TB",general_complaint,False,common_issue_known_resolution:general_complaint
"Why is twice's kr songs not available on spotify, only the jp ones","Hi! Fingers crossed we'll be able to have them soon, but there's info about Spotify content here: 🙂 /T",content_availability,False,common_issue_known_resolution:content_availability
"I went on Spotify to listen to #reputation but it's not there, so I guess I'll listen to 's new album AGAIN",Hey there! We'll have Reputation available to you as soon as it's available to us: /RA,general_complaint,False,common_issue_known_resolution:general_complaint
"hyuna's A+ isn't on spotify, can you tell me WHY",Hi there! We’ll have it available to you as soon as it’s available to us. /NH,general_complaint,False,common_issue_known_resolution:general_complaint
"I've voted for that, and this one too: But that suggestion is over 5yr old. What's so hard? You already label as 'E'","We like those ideas, and we want them to get more popular. Your vote can definitely help convince our devs it's something to look into /MA",feature_request,False,common_issue_known_resolution:feature_request
either tell me how to do this or a feature request. Hard press on pause to have playback stop at the end of the current song?,"1: Hi there. We're afraid this isn't possible right now. We appreciate your feedback on this, and we'll be sure to pass it on to the...",feature_request,False,common_issue_known_resolution:feature_request
"Would be great if I could recover my account, but y’all gave up. #customerservicesucks","Hey, that doesn't sound good. Did you already email us? If so, DM us with your 8-digit case #. We'll take a look /CB",feature_request,False,common_issue_known_resolution:feature_request
Could you please add a “Sort by release-date” button for playlists?,Hey there! We can see how that’d be useful. You can vote for the official idea here: 🙂 /NH,feature_request,False,common_issue_known_resolution:feature_request
Hay why Princess Leia's theme isn't in the best of star wars playlist but you have Jabba Flow and not one but two of the Cantina Band songs. Please add Leia's Theme it's such a great SW/John Williams song.,"Hey Jorge, thanks for the feedback! Our Curation team are independent and use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion /RK",feature_request,False,common_issue_known_resolution:feature_request
please add Nujabes to the library,"Hey there, we'd love to have him on Spotify! Hopefully we will in the future. Check this out: /BX",feature_request,False,common_issue_known_resolution:feature_request
please add Every Little Thing to the Hot Country playlist. Not having 's song on there really upsets me,"Hi Harris! Our Curation team are independent & use taste, data, research, and trends to create playlists, but we’ll pass on your request /RE",feature_request,False,common_issue_known_resolution:feature_request
"Hey , new feature request: allow users to set a target song tempo on radio or select to play songs of similar tempo to one they’re listening to!","Hey Cory! We appreciate your feedback, and we'll be sure to let our devs know this is something you'd like to see. Let us know if we can help with anything else /LM",feature_request,False,common_issue_known_resolution:feature_request
please add “we made it” by drake ❤️,"Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /RC",feature_request,False,common_issue_known_resolution:feature_request
Please add Again-Bruno Mars,"Hey Bryan! We’d love to have all of his stuff available, but we have some info about content here: /JP",feature_request,False,common_issue_known_resolution:feature_request
please add Boom Boom to singles under Dinah Jane's listing please,"Hi! We make music available in whatever form it’s given to us, but we'll make sure to pass your feedback on to the relevant folks /AK",feature_request,False,common_issue_known_resolution:feature_request
plz change information? 'Rap Monster' is now known as RM- also could you add Taehyungs acting career 🧡🧡🧡,"1: Hi there. We appreciate your feedback on this. Our Curation team are independent & use taste, data, research, and trends to create...",feature_request,False,common_issue_known_resolution:feature_request
"Your app doesnt work. I try playing my playlist, but it doesn't play. It only plays suggestion song.","Hey Julio! Could you let us know your device's make/model, operating system, and Spotify version? We'll see what we can suggest /GU",feature_request,False,common_issue_known_resolution:feature_request
Someone's been hacking my spotify. I finally Rick-rolled him... but would be great if there was some punishment for Mahamed Bouchaar (GT-190601),Hey Ky! We’re sorry to hear that. We'd suggest checking out for what to do next /FR,feature_request,False,common_issue_known_resolution:feature_request
There are songs I come across that I wish to never ever again. Please add a blacklist option.,"Hey there! This isn't possible right now, but you can show your support for the idea on our Community: /KL",feature_request,False,common_issue_known_resolution:feature_request
Please add #Lemon by N.E.R.D and to today's top hits playlist !!,"Thanks! Our Curation team are independent & use taste, research, and trends to create playlists, but we’ll pass on your suggestion /KL",feature_request,False,common_issue_known_resolution:feature_request
hi can you please add Taemin’s flame of love album... thanks,We’ll have it available to you as soon as it’s available to us! /JX,feature_request,False,common_issue_known_resolution:feature_request
"Dear can you please add a button for #discoverweekly with the functionality: ""ban any #Saxophon tune from playlist""?",Hi! Your Discover Weekly should improve as it gets to know you. Thanks for the feedback. We’ll get this passed onto the right team /GU,feature_request,False,common_issue_known_resolution:feature_request
